,asset,strike_pct,duration,util,mood,option_type,train_start_date,train_end_date
0,Aave,-10.0,1,0.5,Full History,put,2020-10-14,2021-10-31
1,Aave,-10.0,1,0.5,Full History,call,2020-10-14,2021-10-31
2,Aave,-10.0,1,0.5,bear,put,2020-10-14,2021-10-14
3,Aave,-10.0,1,0.5,bear,call,2020-10-14,2021-10-14
4,Aave,-10.0,1,0.5,bull,put,2020-10-29,2021-10-29
5,Aave,-10.0,1,0.5,bull,call,2020-10-29,2021-10-29
6,Aave,-10.0,7,0.5,Full History,put,2020-10-14,2021-10-31
7,Aave,-10.0,7,0.5,Full History,call,2020-10-14,2021-10-31
8,Aave,-10.0,7,0.5,bear,put,2020-10-14,2021-10-14
9,Aave,-10.0,7,0.5,bear,call,2020-10-14,2021-10-14
10,Aave,-10.0,7,0.5,bull,put,2020-10-29,2021-10-29
11,Aave,-10.0,7,0.5,bull,call,2020-10-29,2021-10-29
12,Aave,0.0,1,0.5,Full History,put,2020-10-14,2021-10-31
13,Aave,0.0,1,0.5,Full History,call,2020-10-14,2021-10-31
14,Aave,0.0,1,0.5,bear,put,2020-10-14,2021-10-14
15,Aave,0.0,1,0.5,bear,call,2020-10-14,2021-10-14
16,Aave,0.0,1,0.5,bull,put,2020-10-29,2021-10-29
17,Aave,0.0,1,0.5,bull,call,2020-10-29,2021-10-29
18,Aave,0.0,7,0.5,Full History,put,2020-10-14,2021-10-31
19,Aave,0.0,7,0.5,Full History,call,2020-10-14,2021-10-31
20,Aave,0.0,7,0.5,bear,put,2020-10-14,2021-10-14
21,Aave,0.0,7,0.5,bear,call,2020-10-14,2021-10-14
22,Aave,0.0,7,0.5,bull,put,2020-10-29,2021-10-29
23,Aave,0.0,7,0.5,bull,call,2020-10-29,2021-10-29
24,Aave,10.0,1,0.5,Full History,put,2020-10-14,2021-10-31
25,Aave,10.0,1,0.5,Full History,call,2020-10-14,2021-10-31
26,Aave,10.0,1,0.5,bear,put,2020-10-14,2021-10-14
27,Aave,10.0,1,0.5,bear,call,2020-10-14,2021-10-14
28,Aave,10.0,1,0.5,bull,put,2020-10-29,2021-10-29
29,Aave,10.0,1,0.5,bull,call,2020-10-29,2021-10-29
30,Aave,10.0,7,0.5,Full History,put,2020-10-14,2021-10-31
31,Aave,10.0,7,0.5,Full History,call,2020-10-14,2021-10-31
32,Aave,10.0,7,0.5,bear,put,2020-10-14,2021-10-14
33,Aave,10.0,7,0.5,bear,call,2020-10-14,2021-10-14
34,Aave,10.0,7,0.5,bull,put,2020-10-29,2021-10-29
35,Aave,10.0,7,0.5,bull,call,2020-10-29,2021-10-29
36,Bitcoin,-10.0,1,0.5,Full History,put,2017-01-02,2021-10-31
37,Bitcoin,-10.0,1,0.5,Full History,call,2017-01-02,2021-10-31
38,Bitcoin,-10.0,1,0.5,bear,put,2017-12-16,2018-12-16
39,Bitcoin,-10.0,1,0.5,bear,call,2017-12-16,2018-12-16
40,Bitcoin,-10.0,1,0.5,bull,put,2020-03-14,2021-03-14
41,Bitcoin,-10.0,1,0.5,bull,call,2020-03-14,2021-03-14
42,Bitcoin,-10.0,7,0.5,Full History,put,2017-01-02,2021-10-31
43,Bitcoin,-10.0,7,0.5,Full History,call,2017-01-02,2021-10-31
44,Bitcoin,-10.0,7,0.5,bear,put,2017-12-16,2018-12-16
45,Bitcoin,-10.0,7,0.5,bear,call,2017-12-16,2018-12-16
46,Bitcoin,-10.0,7,0.5,bull,put,2020-03-14,2021-03-14
47,Bitcoin,-10.0,7,0.5,bull,call,2020-03-14,2021-03-14
48,Bitcoin,0.0,1,0.5,Full History,put,2017-01-02,2021-10-31
49,Bitcoin,0.0,1,0.5,Full History,call,2017-01-02,2021-10-31
50,Bitcoin,0.0,1,0.5,bear,put,2017-12-16,2018-12-16
51,Bitcoin,0.0,1,0.5,bear,call,2017-12-16,2018-12-16
52,Bitcoin,0.0,1,0.5,bull,put,2020-03-14,2021-03-14
53,Bitcoin,0.0,1,0.5,bull,call,2020-03-14,2021-03-14
54,Bitcoin,0.0,7,0.5,Full History,put,2017-01-02,2021-10-31
55,Bitcoin,0.0,7,0.5,Full History,call,2017-01-02,2021-10-31
56,Bitcoin,0.0,7,0.5,bear,put,2017-12-16,2018-12-16
57,Bitcoin,0.0,7,0.5,bear,call,2017-12-16,2018-12-16
58,Bitcoin,0.0,7,0.5,bull,put,2020-03-14,2021-03-14
59,Bitcoin,0.0,7,0.5,bull,call,2020-03-14,2021-03-14
60,Bitcoin,10.0,1,0.5,Full History,put,2017-01-02,2021-10-31
61,Bitcoin,10.0,1,0.5,Full History,call,2017-01-02,2021-10-31
62,Bitcoin,10.0,1,0.5,bear,put,2017-12-16,2018-12-16
63,Bitcoin,10.0,1,0.5,bear,call,2017-12-16,2018-12-16
64,Bitcoin,10.0,1,0.5,bull,put,2020-03-14,2021-03-14
65,Bitcoin,10.0,1,0.5,bull,call,2020-03-14,2021-03-14
66,Bitcoin,10.0,7,0.5,Full History,put,2017-01-02,2021-10-31
67,Bitcoin,10.0,7,0.5,Full History,call,2017-01-02,2021-10-31
68,Bitcoin,10.0,7,0.5,bear,put,2017-12-16,2018-12-16
69,Bitcoin,10.0,7,0.5,bear,call,2017-12-16,2018-12-16
70,Bitcoin,10.0,7,0.5,bull,put,2020-03-14,2021-03-14
71,Bitcoin,10.0,7,0.5,bull,call,2020-03-14,2021-03-14
72,Ethereum,-10.0,1,0.5,Full History,put,2017-01-02,2021-10-31
73,Ethereum,-10.0,1,0.5,Full History,call,2017-01-02,2021-10-31
74,Ethereum,-10.0,1,0.5,bear,put,2018-01-29,2019-01-29
75,Ethereum,-10.0,1,0.5,bear,call,2018-01-29,2019-01-29
76,Ethereum,-10.0,1,0.5,bull,put,2020-05-12,2021-05-12
77,Ethereum,-10.0,1,0.5,bull,call,2020-05-12,2021-05-12
78,Ethereum,-10.0,7,0.5,Full History,put,2017-01-02,2021-10-31
79,Ethereum,-10.0,7,0.5,Full History,call,2017-01-02,2021-10-31
80,Ethereum,-10.0,7,0.5,bear,put,2018-01-29,2019-01-29
81,Ethereum,-10.0,7,0.5,bear,call,2018-01-29,2019-01-29
82,Ethereum,-10.0,7,0.5,bull,put,2020-05-12,2021-05-12
83,Ethereum,-10.0,7,0.5,bull,call,2020-05-12,2021-05-12
84,Ethereum,0.0,1,0.5,Full History,put,2017-01-02,2021-10-31
85,Ethereum,0.0,1,0.5,Full History,call,2017-01-02,2021-10-31
86,Ethereum,0.0,1,0.5,bear,put,2018-01-29,2019-01-29
87,Ethereum,0.0,1,0.5,bear,call,2018-01-29,2019-01-29
88,Ethereum,0.0,1,0.5,bull,put,2020-05-12,2021-05-12
89,Ethereum,0.0,1,0.5,bull,call,2020-05-12,2021-05-12
90,Ethereum,0.0,7,0.5,Full History,put,2017-01-02,2021-10-31
91,Ethereum,0.0,7,0.5,Full History,call,2017-01-02,2021-10-31
92,Ethereum,0.0,7,0.5,bear,put,2018-01-29,2019-01-29
93,Ethereum,0.0,7,0.5,bear,call,2018-01-29,2019-01-29
94,Ethereum,0.0,7,0.5,bull,put,2020-05-12,2021-05-12
95,Ethereum,0.0,7,0.5,bull,call,2020-05-12,2021-05-12
96,Ethereum,10.0,1,0.5,Full History,put,2017-01-02,2021-10-31
97,Ethereum,10.0,1,0.5,Full History,call,2017-01-02,2021-10-31
98,Ethereum,10.0,1,0.5,bear,put,2018-01-29,2019-01-29
99,Ethereum,10.0,1,0.5,bear,call,2018-01-29,2019-01-29
100,Ethereum,10.0,1,0.5,bull,put,2020-05-12,2021-05-12
101,Ethereum,10.0,1,0.5,bull,call,2020-05-12,2021-05-12
102,Ethereum,10.0,7,0.5,Full History,put,2017-01-02,2021-10-31
103,Ethereum,10.0,7,0.5,Full History,call,2017-01-02,2021-10-31
104,Ethereum,10.0,7,0.5,bear,put,2018-01-29,2019-01-29
105,Ethereum,10.0,7,0.5,bear,call,2018-01-29,2019-01-29
106,Ethereum,10.0,7,0.5,bull,put,2020-05-12,2021-05-12
107,Ethereum,10.0,7,0.5,bull,call,2020-05-12,2021-05-12
108,MSFT,-10.0,1,0.5,Full History,put,2017-01-03,2021-10-29
109,MSFT,-10.0,1,0.5,Full History,call,2017-01-03,2021-10-29
110,MSFT,-10.0,1,0.5,bear,put,2017-12-25,2018-12-25
111,MSFT,-10.0,1,0.5,bear,call,2017-12-25,2018-12-25
112,MSFT,-10.0,1,0.5,bull,put,2019-02-11,2020-02-11
113,MSFT,-10.0,1,0.5,bull,call,2019-02-11,2020-02-11
114,MSFT,-10.0,7,0.5,Full History,put,2017-01-03,2021-10-29
115,MSFT,-10.0,7,0.5,Full History,call,2017-01-03,2021-10-29
116,MSFT,-10.0,7,0.5,bear,put,2017-12-25,2018-12-25
117,MSFT,-10.0,7,0.5,bear,call,2017-12-25,2018-12-25
118,MSFT,-10.0,7,0.5,bull,put,2019-02-11,2020-02-11
119,MSFT,-10.0,7,0.5,bull,call,2019-02-11,2020-02-11
120,MSFT,0.0,1,0.5,Full History,put,2017-01-03,2021-10-29
121,MSFT,0.0,1,0.5,Full History,call,2017-01-03,2021-10-29
122,MSFT,0.0,1,0.5,bear,put,2017-12-25,2018-12-25
123,MSFT,0.0,1,0.5,bear,call,2017-12-25,2018-12-25
124,MSFT,0.0,1,0.5,bull,put,2019-02-11,2020-02-11
125,MSFT,0.0,1,0.5,bull,call,2019-02-11,2020-02-11
126,MSFT,0.0,7,0.5,Full History,put,2017-01-03,2021-10-29
127,MSFT,0.0,7,0.5,Full History,call,2017-01-03,2021-10-29
128,MSFT,0.0,7,0.5,bear,put,2017-12-25,2018-12-25
129,MSFT,0.0,7,0.5,bear,call,2017-12-25,2018-12-25
130,MSFT,0.0,7,0.5,bull,put,2019-02-11,2020-02-11
131,MSFT,0.0,7,0.5,bull,call,2019-02-11,2020-02-11
132,MSFT,10.0,1,0.5,Full History,put,2017-01-03,2021-10-29
133,MSFT,10.0,1,0.5,Full History,call,2017-01-03,2021-10-29
134,MSFT,10.0,1,0.5,bear,put,2017-12-25,2018-12-25
135,MSFT,10.0,1,0.5,bear,call,2017-12-25,2018-12-25
136,MSFT,10.0,1,0.5,bull,put,2019-02-11,2020-02-11
137,MSFT,10.0,1,0.5,bull,call,2019-02-11,2020-02-11
138,MSFT,10.0,7,0.5,Full History,put,2017-01-03,2021-10-29
139,MSFT,10.0,7,0.5,Full History,call,2017-01-03,2021-10-29
140,MSFT,10.0,7,0.5,bear,put,2017-12-25,2018-12-25
141,MSFT,10.0,7,0.5,bear,call,2017-12-25,2018-12-25
142,MSFT,10.0,7,0.5,bull,put,2019-02-11,2020-02-11
143,MSFT,10.0,7,0.5,bull,call,2019-02-11,2020-02-11
144,Nikkei 225,-10.0,1,0.5,Full History,put,2017-01-04,2021-10-29
145,Nikkei 225,-10.0,1,0.5,Full History,call,2017-01-04,2021-10-29
146,Nikkei 225,-10.0,1,0.5,bear,put,2019-03-22,2020-03-21
147,Nikkei 225,-10.0,1,0.5,bear,call,2019-03-22,2020-03-21
148,Nikkei 225,-10.0,1,0.5,bull,put,2020-04-03,2021-04-03
149,Nikkei 225,-10.0,1,0.5,bull,call,2020-04-03,2021-04-03
150,Nikkei 225,-10.0,7,0.5,Full History,put,2017-01-04,2021-10-29
151,Nikkei 225,-10.0,7,0.5,Full History,call,2017-01-04,2021-10-29
152,Nikkei 225,-10.0,7,0.5,bear,put,2019-03-22,2020-03-21
153,Nikkei 225,-10.0,7,0.5,bear,call,2019-03-22,2020-03-21
154,Nikkei 225,-10.0,7,0.5,bull,put,2020-04-03,2021-04-03
155,Nikkei 225,-10.0,7,0.5,bull,call,2020-04-03,2021-04-03
156,Nikkei 225,0.0,1,0.5,Full History,put,2017-01-04,2021-10-29
157,Nikkei 225,0.0,1,0.5,Full History,call,2017-01-04,2021-10-29
158,Nikkei 225,0.0,1,0.5,bear,put,2019-03-22,2020-03-21
159,Nikkei 225,0.0,1,0.5,bear,call,2019-03-22,2020-03-21
160,Nikkei 225,0.0,1,0.5,bull,put,2020-04-03,2021-04-03
161,Nikkei 225,0.0,1,0.5,bull,call,2020-04-03,2021-04-03
162,Nikkei 225,0.0,7,0.5,Full History,put,2017-01-04,2021-10-29
163,Nikkei 225,0.0,7,0.5,Full History,call,2017-01-04,2021-10-29
164,Nikkei 225,0.0,7,0.5,bear,put,2019-03-22,2020-03-21
165,Nikkei 225,0.0,7,0.5,bear,call,2019-03-22,2020-03-21
166,Nikkei 225,0.0,7,0.5,bull,put,2020-04-03,2021-04-03
167,Nikkei 225,0.0,7,0.5,bull,call,2020-04-03,2021-04-03
168,Nikkei 225,10.0,1,0.5,Full History,put,2017-01-04,2021-10-29
169,Nikkei 225,10.0,1,0.5,Full History,call,2017-01-04,2021-10-29
170,Nikkei 225,10.0,1,0.5,bear,put,2019-03-22,2020-03-21
171,Nikkei 225,10.0,1,0.5,bear,call,2019-03-22,2020-03-21
172,Nikkei 225,10.0,1,0.5,bull,put,2020-04-03,2021-04-03
173,Nikkei 225,10.0,1,0.5,bull,call,2020-04-03,2021-04-03
174,Nikkei 225,10.0,7,0.5,Full History,put,2017-01-04,2021-10-29
175,Nikkei 225,10.0,7,0.5,Full History,call,2017-01-04,2021-10-29
176,Nikkei 225,10.0,7,0.5,bear,put,2019-03-22,2020-03-21
177,Nikkei 225,10.0,7,0.5,bear,call,2019-03-22,2020-03-21
178,Nikkei 225,10.0,7,0.5,bull,put,2020-04-03,2021-04-03
179,Nikkei 225,10.0,7,0.5,bull,call,2020-04-03,2021-04-03
